Company Name,Industry,Stage,Amount($),HeadQuarter,Funding Year,category
Soxytoes,ecommerce,unknown,111909478.7413793,Delhi,2020,E-Commerce & Marketplace
F5,e-market,Early Stage,111909478.7413793,Delhi,2020,E-Commerce & Marketplace
Paper Boat,food & beverages,unknown,4049500.0,Bangalore,2020,Food & Agriculture
Strata,proptech,Early Stage,1500000.0,Bangalore,2020,Technology
Salesken,ai & data science,Series A to Series H,8000000.0,Bangalore,2020,Other
Arya,agritech,Series A to Series H,6000000.0,Noida,2020,Technology
Leap Finance,fintech,unknown,5500000.0,Bangalore,2020,Technology
Sleepy Owl,beverages,unknown,111909478.7413793,Delhi,2020,Food & Agriculture
Tricog,healthtech,Series A to Series H,10500000.0,Bangalore,2020,Technology
GogoBus,travel tech,unknown,111909478.7413793,Delhi,2020,Technology
Trell,social e-commerce,Early Stage,4000000.0,Bangalore,2020,E-Commerce & Marketplace
Spaciya Consultants,real estate,Early Stage,500000.0,Noida,2020,Real Estate $ Property
Bounce,automotive and rentals,unknown,6500000.0,Bangalore,2020,Autommotive $ Transportation
Neeman,ecommerce,Early Stage,1000000.0,unknown,2020,E-Commerce & Marketplace
Chqbook,fintech,Series A to Series H,5000000.0,Gurugram,2020,Technology
SMEcorner,fintech,Series A to Series H,30000000.0,Mumbai,2020,Technology
Oda Class,edtech,Early Stage,111909478.7413793,Bangalore,2020,Technology
Spinny,e-tail,Series A to Series H,43700000.0,Haryana,2020,Other
goStops,accomodation,unknown,111909478.7413793,Delhi,2020,Other
Umeed Housing,fintech,Series A to Series H,23000000.0,Haryana,2020,Technology
Vogo,automotive,Series A to Series H,20000000.0,Bangalore,2020,Autommotive $ Transportation
Flick Stree,ai & media,Series A to Series H,3000000.0,Mumbai,2020,Other
Qure ai,healthtech,unknown,16000000.0,Mumbai,2020,Technology
MinionLabs,machine learning,unknown,111909478.7413793,Bangalore,2020,Other
Josh Talks,media,Early Stage,1500000.0,Haryana,2020,Other
PhoneParLoan,fintech,unknown,111909478.7413793,Delhi,2020,Technology
RailYatri,travel,unknown,13800000.0,Noida,2020,Other
AjnaLens,deeptech,Early Stage,1500000.0,Thane,2020,Technology
Pepper,content marktplace,Early Stage,306900.0,Mumbai,2020,Other
Rupeek,fintech,unknown,30000000.0,Bangalore,2020,Technology
iMerit,it,Series A to Series H,20000000.0,Kolkata,2020,Other
BharatPe,fintech,Series A to Series H,75000000.0,Delhi,2020,Technology
Invideo,visual media,unknown,2500000.0,unknown,2020,Other
AvalonMeta,edtech,unknown,420000.0,unknown,2020,Technology
Near Store,ecommerce,Early Stage,300000.0,Mumbai,2020,E-Commerce & Marketplace
ElecTorq,automobile,unknown,111909478.7413793,Delhi,2020,Autommotive $ Transportation
Prayaan Capital,fintech,Early Stage,1200000.0,Chennai,2020,Technology
Sanfe,hygiene,Early Stage,1100000.0,Delhi,2020,Other
Go Desi,foodtech,Early Stage,627300.0,Delhi,2020,Technology
Swiggy,foodtech,Series A to Series H,113000000.0,Bangalore,2020,Technology
Whatfix,saas,Series A to Series H,32000000.0,Banglore,2020,Other
Unacademy,edtech,Series A to Series H,110000000.0,Bangalore,2020,Technology
Zvesta,proptech,unknown,5500000.0,Gurugram,2020,Technology
Dunzo,logistics,unknown,11000000.0,Bangalore,2020,Autommotive $ Transportation
Digit Insurance,insurtech,unknown,340000.0,Bangalore,2020,Technology
Yolo,transport,Early Stage,600000.0,Gurugram,2020,Autommotive $ Transportation
SmartVizX,vr & saas,Early Stage,1397000.0,unknown,2020,Other
MaxWholesale,ecommerce,Series A to Series H,3000000.0,Delhi,2020,E-Commerce & Marketplace
Carbon Clean,cleantech,unknown,16000000.0,unknown,2020,Technology
Onsitego,sales & services,Series A to Series H,19000000.0,unknown,2020,Consulting & Services
Genius Corner,edtech,unknown,250000.0,Noida,2020,Technology
PlanetSpark,edtech,unknown,448500.0,Gurugram,2020,Technology
CamCom,ai & deep learning,unknown,111909478.7413793,Bangalore,2020,Other
Simsim,social commerce,Series A to Series H,8000000.0,Bangalore,2020,E-Commerce & Marketplace
Shuttl,transport,Series A to Series H,7975700.0,Delhi,2020,Autommotive $ Transportation
HooLiv,housing & rentals,unknown,111909478.7413793,Delhi,2020,Other
ClassMonitor,edtech,unknown,111909478.7413793,Indore,2020,Technology
Friyey,co-working,unknown,111909478.7413793,Pune,2020,Other
Oga,fitness,unknown,330000.0,Bangalore,2020,Other
Big Basket,estore,unknown,3500000.0,Bangalore,2020,Other
CYFIRMA,saas,Series A to Series H,111909478.7413793,Bangalore,2020,Other
Innoviti,nan,unknown,5000000.0,Bangalore,2020,Other
Paytm money,fintech,unknown,5600000.0,Bangalore,2020,Technology
Vedantu,edtech,Series A to Series H,24000000.0,Bangalore,2020,Technology
Yap,fintech,unknown,1402000.0,Chennai,2020,Technology
Clover,agritech,Series A to Series H,5500000.0,Bangalore,2020,Technology
Nova Credit,fintech,Series A to Series H,50000000.0,unknown,2020,Technology
CodingNinjas,edtech,Series A to Series H,5200000.0,Delhi,2020,Technology
Furlenco,ecommerce,Series A to Series H,2200000.0,Bangalore,2020,E-Commerce & Marketplace
Brick&Bolt,nan,Early Stage,1500000.0,Bangalore,2020,Other
HempStreet,healthtech,Early Stage,1000000.0,unknown,2020,Technology
MoEngage,marketing,Series A to Series H,25000000.0,Bangalore,2020,E-Commerce & Marketplace
Classplus,edtech,Early Stage,2500000.0,unknown,2020,Technology
Chaayos,beverages,unknown,21500000.0,unknown,2020,Food & Agriculture
PetPooja,saas,unknown,2000000.0,Ahmedabad,2020,Other
Altor,tech,unknown,111909478.7413793,unknown,2020,Technology
Pepperfry,e-market,Series A to Series H,40000000.0,Mumbai,2020,E-Commerce & Marketplace
FirstCry,e-market,Series A to Series H,296000000.0,Pune,2020,E-Commerce & Marketplace
Byju,edtech,unknown,200000000.0,unknown,2020,Technology
Waycool,agritech,Series A to Series H,32000000.0,Chennai,2020,Technology
WorkIndia,hr tech,unknown,6000000.0,unknown,2020,Technology
Qyuki,media,unknown,3500000.0,Mumbai,2020,Other
Leap India,agritech,Series A to Series H,30000000.0,Coimbatore,2020,Technology
Picxy,media,unknown,250000.0,Hyderabad,2020,Other
Krimanshi,agritech,unknown,20000.0,Jodhpur,2020,Technology
NEETprep,edtech,unknown,111909478.7413793,Delhi,2020,Technology
Dot Pvt. Ltd,fintech,Early Stage,8000000.0,Gurugram,2020,Technology
Kuku FM,media,Series A to Series H,5500000.0,Mumbai,2020,Other
SuperMoney,fintech,Early Stage,1000000.0,Mumbai,2020,Technology
Rebel Foods,food tech,unknown,4900000.0,unknown,2020,Technology
AlphaVector,e tailor,unknown,111909478.7413793,Bangalore,2020,Other
Fox Capital,fintech,unknown,2500000.0,Jaipur,2020,Technology
Tribe Theory,accomodation,unknown,3500000.0,Bangalore,2020,Other
Fleetx,saas,Series A to Series H,1402400.0,unknown,2020,Other
Embibe,edtech,unknown,12618300.0,Mumbai,2020,Technology
Entri,edtech,Early Stage,1400000.0,Kochi,2020,Technology
Oye! Rickshaw,e-mobility,Series A to Series H,10000000.0,unknown,2020,Other
Seal Professional,edtech,Early Stage,111909478.7413793,Bangalore,2020,Technology
Sprinng Foods,food,unknown,111909478.7413793,Mumbai,2020,Food & Agriculture
1MG,healthtech,unknown,9900000.0,Gurugram,2020,Technology
Aagey,fintech,unknown,111909478.7413793,Bangalore,2020,Technology
Doubtnut,edtech,Series A to Series H,15000000.0,Gurugram,2020,Technology
AdonMo,ad-tech,unknown,3000000.0,Bangalore,2020,Technology
RACEnergy,e-mobility,Early Stage,111909478.7413793,unknown,2020,Other
BharatPe,fintech,unknown,100000000.0,Delhi,2020,Technology
Kisan Network,agritech,Early Stage,3000000.0,Gurugram,2020,Technology
Vogo,automotive,Series A to Series H,35000000.0,Bangalore,2020,Autommotive $ Transportation
Unotech,saas,unknown,2000000.0,Mumbai,2020,Other
Zetwerk,marketplace,unknown,2200000.0,Bangalore,2020,E-Commerce & Marketplace
CureSkin,healthtech,unknown,500000.0,Bangalore,2020,Technology
WizKlub,edtech,Early Stage,982530.0,Bangalore,2020,Technology
Interviewbit,edtech,Series A to Series H,200000000.0,Pune,2020,Technology
MoneyTap,fintech,Series A to Series H,70185200.0,unknown,2020,Technology
Uniplatform Tech,saas,unknown,111909478.7413793,Delhi,2020,Other
INdwealth,fintech,Series A to Series H,12000000.0,Gurugram,2020,Technology
Bizongo,marketplace,Series A to Series H,30000000.0,Mumbai,2020,E-Commerce & Marketplace
AppsFlyer,saas,Series A to Series H,210000000.0,Bangalore,2020,Other
Digit Insurance,insurtech,unknown,84000000.0,Bangalore,2020,Technology
Livspace,interior design,Series A to Series H,60000000.0,Bangalore,2020,Other
GetVantage,fintech,Early Stage,111909478.7413793,Mumbai,2020,Technology
Konfinity,edtech,unknown,111909478.7413793,Noida,2020,Technology
Pine Labs,fintech,unknown,111909478.7413793,Noida,2020,Technology
Instoried,saas,unknown,111909478.7413793,Delhi,2020,Other
Nupay,neo-banking,unknown,111909478.7413793,Haryana,2020,Finance $ Banking
LogiNext,transport automation,Series A to Series H,39000000.0,unknown,2020,Autommotive $ Transportation
Samosa Singh,food,Series A to Series H,2700000.0,Bangalore,2020,Food & Agriculture
Crysta,healthtech,Early Stage,1403400.0,Delhi,2020,Technology
Eupheus Learning,edtech,Series A to Series H,4300000.0,New Delhi,2020,Technology
Bounce,automotive and rentals,Series A to Series H,105000000.0,Bangalore,2020,Autommotive $ Transportation
Park+,techonology,unknown,11000000.0,unknown,2020,Technology
Goodmylk,dairy,Early Stage,400000.0,Bangalore,2020,Other
SmartKarrot,saas,unknown,1000000.0,unknown,2020,Other
Skylo,iot,Series A to Series H,103000000.0,unknown,2020,Other
Tea Trunk,beverage,unknown,220000.0,Goa,2020,Food & Agriculture
Zoomcar,transport & rentals,Series A to Series H,30000000.0,Bangalore,2020,Autommotive $ Transportation
Mera Cashier,fintech,Early Stage,250000.0,Noida,2020,Technology
Samya AI,saas,Early Stage,6000000.0,unknown,2020,Other
Kristal AI,ai,Series A to Series H,6000000.0,unknown,2020,Other
Invento Robotics,ai robotics,Early Stage,281300.0,unknown,2020,Other
Zimyo,hr tech,unknown,111909478.7413793,Gurugram,2020,Technology
Sabse Sasta Dukaan,pharmaceutical,unknown,111909478.7413793,Kolkata,2020,Other
Fitphilia,healthtech,unknown,111909478.7413793,Mumbai,2020,Technology
Medicus,healthtech,unknown,12700.0,Mumbai,2020,Technology
Monech,fintech,Early Stage,12700.0,Mumbai,2020,Technology
Teach Us,edtech,Early Stage,12700.0,unknown,2020,Technology
Dealberg,b2b marketplace,unknown,111909478.7413793,Bangalore,2020,E-Commerce & Marketplace
Phenom People,hr tech,Series A to Series H,30000000.0,unknown,2020,Technology
Extra Edge,edtech,Early Stage,700000.0,Pune,2020,Technology
Capital Quotient,fintech,unknown,600000.0,Bangalore,2020,Technology
Karfa,ecommerce,Early Stage,25000.0,Delhi,2020,E-Commerce & Marketplace
Gamerji,gaming,unknown,400000.0,unknown,2020,Other
Bounce,automotive and rentals,Series A to Series H,97500000.0,Bangalore,2020,Autommotive $ Transportation
Zinier,automation,Series A to Series H,90000000.0,Bangalore,2020,Autommotive $ Transportation
ProEves,preschool daycare,Early Stage,507000.0,Delhi,2020,Other
Toddle,nan,unknown,111909478.7413793,Bengaluru,2020,Other
Aesthetic Nutrition,food diet,Early Stage,111909478.7413793,unknown,2020,Food & Agriculture
Ninjacart,b2b agritech,Series A to Series H,10000000.0,Bangalore,2020,Technology
TechnifyBiz,b2b agritech,Early Stage,2000000.0,unknown,2020,Technology
Wysh,e-connect,Series A to Series H,2000000.0,Hyderabad,2020,Other
Keito,ai,Early Stage,160000.0,Pune,2020,Other
Klub,fintech,Early Stage,2000000.0,unknown,2020,Technology
Aadhar,ecommerce,Early Stage,111909478.7413793,Mumbai,2020,E-Commerce & Marketplace
IncubateHub,tech hub,unknown,111909478.7413793,Bengaluru,2020,Technology
Rage Coffee,fmcg,unknown,111909478.7413793,Delhi,2020,Other
Skilancer,technology,unknown,111909478.7413793,Noida,2020,Technology
Harappa Education,edtech,unknown,111909478.7413793,New Delhi,2020,Technology
Rheo,entertainment,unknown,2000000.0,unknown,2020,Other
Axio Biosolutions,medtech,Series A to Series H,5200000.0,Bangalore,2020,Technology
Techbooze,consultancy,Series A to Series H,15000000.0,unknown,2020,Consulting & Services
PayMart,fintech,unknown,111909478.7413793,Chandigarh,2020,Technology
Testbook,edtech,Series A to Series H,8400000.0,unknown,2020,Technology
FabAlley,ecommerce,unknown,1100000.0,Noida,2020,E-Commerce & Marketplace
HaikuJAM,nan,unknown,3400000.0,unknown,2020,Other
Mamaearth,ecommerce,Series A to Series H,18300000.0,unknown,2020,E-Commerce & Marketplace
Rentomojo,rental,unknown,2000000.0,unknown,2020,Other
Zomato,foodtech,unknown,150000000.0,unknown,2020,Technology
Generico,pharmacy,unknown,1400000.0,Mumbai,2020,Other
HighRadius,saas,Series A to Series H,125000000.0,Hyderabad,2020,Other
Chai Kings,beverage,unknown,1000000.0,Chennai,2020,Food & Agriculture
Rivigo,logistics,Series A to Series H,3400000.0,Gurugram,2020,Autommotive $ Transportation
BuildPan,saas,Early Stage,111909478.7413793,Indore,2020,Other
Shiksha,edtech,unknown,181000.0,unknown,2020,Technology
Super Surfaces,deisgning,Series A to Series H,500000.0,Hyderabad,2020,Other
Quicko,taxation,unknown,280000.0,Ahmedabad,2020,Other
Satin Creditcare,fintech,unknown,15000000.0,Gurgaon,2020,Technology
XpressBees,logistics,unknown,10000000.0,unknown,2020,Autommotive $ Transportation
FarmERP,agritech,Series A to Series H,111909478.7413793,Pune,2020,Technology
Wealth Bucket,fintech,unknown,3000000.0,unknown,2020,Technology
GoMechanic,automobile technology,Series A to Series H,14700000.0,Delhi,2020,Technology
Fashor,fashion,Early Stage,1000000.0,Chennai,2020,Other
Leverage Edu,edtech,unknown,1500000.0,Delhi,2020,Technology
EpiFi,fintech,Early Stage,13200000.0,unknown,2020,Technology
Purplle,cosmetics,unknown,8000000.0,Mumbai,2020,Other
Shuttl,transport,Series A to Series H,8043000.0,Delhi,2020,Autommotive $ Transportation
Pando,logitech,Series A to Series H,9000000.0,Chennai,2020,Technology
Unbox Robotics,ai startup,Early Stage,1200000.0,Bangalore,2021,Other
upGrad,edtech,unknown,120000000.0,Mumbai,2021,Technology
Lead School,edtech,Series A to Series H,30000000.0,Mumbai,2021,Technology
Bizongo,b2b e-commerce,Series A to Series H,51000000.0,Mumbai,2021,E-Commerce & Marketplace
FypMoney,fintech,Early Stage,2000000.0,Gurugram,2021,Technology
Urban Company,home services,unknown,188000000.0,New Delhi,2021,Consulting & Services
Comofi Medtech,healthtech,unknown,200000.0,Bangalore,2021,Technology
Qube Health,healthtech,Early Stage,0.0,Mumbai,2021,Technology
Vitra.ai,tech startup,unknown,0.0,Bangalore,2021,Technology
Taikee,e-commerce,unknown,1000000.0,Mumbai,2021,E-Commerce & Marketplace
Fitterfly,healthtech,Early Stage,3000000.0,Mumbai,2021,Technology
FreeStand,b2b service,unknown,100000.0,New Delhi,2021,Other
MyDentalPlan,helathcare,Early Stage,700000.0,Bangalore,2021,Other
Freyr Energy,renewable energy,unknown,2000000.0,Hyderabad,2021,Other
DealShare,e-commerce,unknown,9000000.0,Jaipur,2021,E-Commerce & Marketplace
Tessolve,electronics,unknown,40000000.0,Bangalore,2021,Other
Smart Joules,renewable energy,unknown,49000000.0,New Delhi,2021,Other
ORAI,it startup,Early Stage,400000.0,Bangalore,2021,Other
ixamBee,edtech,Early Stage,300000.0,New Delhi,2021,Technology
CoinSwitch Kuber,fintech,Series A to Series H,25000000.0,Bangalore,2021,Technology
Razorpay,fintech,Series A to Series H,160000000.0,Bangalore,2021,Technology
Uable,edtech,Early Stage,0.0,Bangalore,2021,Technology
ZFW Hospitality,food & beverages,Early Stage,150000.0,New Delhi,2021,Food & Agriculture
Optimized Electrotech,aeorspace,Early Stage,1800000.0,Ahmadabad,2021,Other
Northern Arc,fintech,unknown,5000000.0,Chennai,2021,Technology
Chara,deep tech,Early Stage,850000.0,Bangalore,2021,Technology
Sirona Hygiene,healthtech,Series A to Series H,3000000.0,New Delhi,2021,Technology
Pristyn Care,healthtech,Series A to Series H,53000000.0,Gurugram,2021,Technology
TrulyMadly,dating,Early Stage,2000000.0,New Delhi,2021,Other
Vidyakul,edtech,Early Stage,500000.0,None,2021,Technology
Jambox Games,gaming,Early Stage,1100000.0,Bangalore,2021,Other
Miko,robotics,unknown,6000000.0,Mumbai,2021,Other
TagZ Foods,food,Early Stage,500000.0,Bangalore,2021,Food & Agriculture
Fuel Buddy,oil and energy,unknown,1000000.0,New Delhi,2021,Other
M1xchange,fintech,unknown,10000000.0,Gurugram,2021,Technology
Spintly,tech startup,unknown,500000.0,Goa,2021,Technology
EF Polymer,agritech,unknown,200000.0,Rajsamand,2021,Technology
boAt,electronics,unknown,6000000.0,New Delhi,2021,Other
TruNativ,food & beverages,Early Stage,0.0,Mumbai,2021,Food & Agriculture
iBus,telecommuncation,unknown,21000000.0,Bangalore,2021,Other
Puresh Daily,milk startup,Early Stage,100000.0,Ranchi,2021,Other
LearnVern,edtech,unknown,1000000.0,Ahmadabad,2021,Technology
LimeChat,ai chatbot,Early Stage,7500000.0,Faridabad,2021,Other
Dybo,it,Early Stage,100000.0,Bangalore,2021,Other
moEVing,logistics,Early Stage,1000000.0,Gurugram,2021,Autommotive $ Transportation
WeWork India,hospitality,unknown,26000000.0,Bangalore,2021,Other
Solethreads,fashion,Series A to Series H,1000000.0,Gurugram,2021,Other
Beldara,e-commerce,unknown,7400000.0,Mumbai,2021,E-Commerce & Marketplace
CredFlow,fintech,Early Stage,2000000.0,New Delhi,2021,Technology
Do Your Thng,marketing,unknown,1500000.0,Gurugram,2021,E-Commerce & Marketplace
Oye Rickshaw,transportation,unknown,3000000.0,Gurugram,2021,Autommotive $ Transportation
Legitquest,legaltech,unknown,600000.0,New Delhi,2021,Technology
Swiggy,food delivery,unknown,800000000.0,Bangalore,2021,Food & Agriculture
AntWak,edtech,Early Stage,0.0,Bangalore,2021,Technology
PlayShifu,edtech,Series A to Series H,17000000.0,Bangalore,2021,Technology
Pitstop,automotive,Early Stage,3500000.0,Bangalore,2021,Autommotive $ Transportation
Lendingkart,fintech,Later Stage,15000000.0,Gujarat,2021,Technology
CRED,fintech,Series A to Series H,215000000.0,Bangalore,2021,Technology
Karnival,saas startup,Early Stage,2500000.0,Bangalore,2021,Other
PharmEasy,healthtech,Series A to Series H,350000000.0,Mumbai,2021,Technology
WESS,renewable energy,Early Stage,2000000.0,Mumbai,2021,Other
ShopSe,fintech,unknown,5500000.0,Mumbai,2021,Technology
Fantasy Akhada,fantasy sports,unknown,600000.0,Gurugram,2021,Other
Rage Coffee,food & beverages,Early Stage,0.0,New Delhi,2021,Food & Agriculture
Groww,fintech,Series A to Series H,83000000.0,Bangalore,2021,Technology
Avanti Finance,fintech,Series A to Series H,26000000.0,Bangalore,2021,Technology
Kudos,fintech,Early Stage,0.0,Pune,2021,Technology
OfBusiness,fintech,unknown,110000000.0,Gurugram,2021,Technology
Superpro.ai,video communication,Early Stage,3000000.0,Bangalore,2021,Other
ShareChat,social media,unknown,500000000.0,Bangalore,2021,Other
WiT-ACE,skill development,Early Stage,1000000.0,Gurugram,2021,Other
Spinny,retail,Series A to Series H,65000000.0,Gurugram,2021,Other
Alteria Capital,fintech,Later Stage,150000000000.0,Mumbai,2021,Technology
Safexpay,fintech,unknown,6000000.0,Thane,2021,Technology
PumPumPum,rental,Early Stage,700000.0,Gurugram,2021,Other
Speciale Invest,fintech,unknown,10000000.0,Bangalore,2021,Technology
Eunimart,e-commerce,Early Stage,700000.0,Hyderabad,2021,E-Commerce & Marketplace
Meesho,e-commerce,unknown,300000000.0,Bangalore,2021,E-Commerce & Marketplace
CareerLabs,edtech,unknown,2200000.0,Bangalore,2021,Technology
Uable,edtech,Early Stage,35000000.0,Bangalore,2021,Technology
Zoko,tech startup,Early Stage,140000000.0,Bangalore,2021,Technology
GetWork,recruitment,Early Stage,200000.0,Gurugram,2021,Other
Easebuzz,e-commerce,Series A to Series H,4000000.0,Pune,2021,E-Commerce & Marketplace
Chingari,social media,unknown,13000000.0,Bangalore,2021,Other
DusMinute,retail,Early Stage,1100000.0,Bangalore,2021,Other
Onsurity,healthcare,unknown,111909478.7413793,Bangalore,2021,Healthcare
Karbon Card,fintech,unknown,111909478.7413793,Bangalore,2021,Technology
Factors.AI,saas startup,unknown,2000000.0,Bangalore,2021,Other
Elevar,sports,unknown,2000000.0,Mumbai,2021,Other
Studio Sirah,computer games,unknown,800000.0,Bangalore,2021,Other
OTO Capital,fintech,unknown,6000000.0,Mumbai,2021,Technology
1Bridge,consumer goods,unknown,2500000.0,Bangalore,2021,Other
Skeps,fintech,unknown,9500000.0,Gurugram,2021,Technology
Curefoods,food & beverages,unknown,13000000.0,Bangalore,2021,Food & Agriculture
TartanSense,information technology,unknown,5000000.0,Bangalore,2021,Technology
Bewakoof,apparel & fashion,unknown,8000000.0,Mumbai,2021,Other
Kirana247,logistics & supply chain,unknown,1000000.0,New Delhi,2021,Autommotive $ Transportation
NeoDocs,healthtech,unknown,111909478.7413793,Mumbai,2021,Technology
IsGoingOnline,retail,unknown,200000.0,Cochin,2021,Other
Camp K12,edtech,unknown,12000000.0,Gurugram,2021,Technology
Elda Health,healthcare,unknown,1500000.0,Bangalore,2021,Healthcare
Sporjo,sportstech,unknown,2000000.0,Mumbai,2021,Technology
Advantage Club,hrtech,unknown,1700000.0,Mumbai,2021,Technology
SuperGaming,gaming,unknown,5500000.0,Pune,2021,Other
Ruptok,fintech,unknown,1000000.0,New Delhi,2021,Technology
TartanSense,information technology,Series A to Series H,5000000.0,Bangalore,2021,Technology
Kirana247,logistics & supply chain,Early Stage,1000000.0,New Delhi,2021,Autommotive $ Transportation
NeoDocs,healthtech,Early Stage,111909478.7413793,Mumbai,2021,Technology
IsGoingOnline,retail,Early Stage,200000.0,Cochin,2021,Other
Camp K12,edtech,Series A to Series H,12000000.0,Gurugram,2021,Technology
Elda Health,healthcare,Early Stage,1500000.0,Bangalore,2021,Healthcare
Sporjo,sportstech,Early Stage,2000000.0,Mumbai,2021,Technology
SuperGaming,gaming,Series A to Series H,5500000.0,Pune,2021,Other
O’ Be Cocktails,wine & spirits,unknown,400000.0,Bangalore,2021,Other
Zetwerk,mechanical & industrial engineering,Series A to Series H,150000000.0,Bangalore,2021,Other
AppsForBharat,spiritual,Early Stage,4000000.0,Bangalore,2021,Other
Imagimake,consumer goods,unknown,111909478.7413793,Mumbai,2021,Other
Khatabook,financial services,Series A to Series H,100000000.0,Bangalore,2021,Consulting & Services
Smytten,consumer goods,Series A to Series H,6000000.0,Gurugram,2021,Other
Syook,industrial automation,Series A to Series H,1000000.0,Bangalore,2021,Autommotive $ Transportation
Akudo,fintech,Early Stage,111909478.7413793,Bangalore,2021,Technology
NOTO,consumer goods,Early Stage,500000.0,Mumbai,2021,Other
Lumiq,information technology,Early Stage,2000000.0,Noida,2021,Technology
CommerceUp,information technology,Early Stage,111909478.7413793,Gurugram,2021,Technology
Breathe Well-being,health,Series A to Series H,5500000.0,Gurugram,2021,Healthcare
Hike,information technology,unknown,111909478.7413793,New Delhi,2021,Technology
House of Kieraya,lifestyle,unknown,15000000.0,Bangalore,2021,Other
goEgoNetwork,automotive,unknown,2000000.0,Pune,2021,Autommotive $ Transportation
Probus,iot,Later Stage,500000.0,New Delhi,2021,Other
DrinkPrime,consumer goods,unknown,1000000.0,Bangalore,2021,Other
Smart Express,logistics,Early Stage,10000000.0,Mumbai,2021,Autommotive $ Transportation
Smallcase,fintech,Series A to Series H,40000000.0,Bangalore,2021,Technology
SATYA MicroCapital,banking,unknown,10000000.0,New Delhi,2021,Finance $ Banking
Snack Amor,food & beverages,unknown,111909478.7413793,Mumbai,2021,Food & Agriculture
Postman,computer software,Series A to Series H,225000000.0,Bangalore,2021,Technology
Hashnode,computer software,Series A to Series H,6700000.0,Bangalore,2021,Technology
RACEnergy,automotive,Early Stage,1300000.0,Hyderabad,2021,Autommotive $ Transportation
BharatPe,fintech,Later Stage,20000000.0,New Delhi,2021,Technology
Gyde,computer software,Early Stage,250000.0,Pune,2021,Technology
BatteryPool,automotive,Early Stage,111909478.7413793,Pune,2021,Autommotive $ Transportation
AgNext,agritech,Series A to Series H,21000000.0,Chandigarh,2021,Technology
Xpresslane,tech startup,Early Stage,400000.0,Bangalore,2021,Technology
LoanKuber,digital mortgage,Early Stage,1200000.0,New Delhi,2021,Other
OYO,hospitality,Series A to Series H,5000000.0,Gurugram,2021,Other
Rapido,information technology & services,unknown,52000000.0,Bangalore,2021,Technology
YPay,fintech,unknown,400000.0,Noida,2021,Technology
SleepyCat,furniture,unknown,3800000.0,Mumbai,2021,Other
Ultrahuman,healthcare,unknown,17500000.0,Bangalore,2021,Healthcare
UpScalio,e-commerce,unknown,42000000.0,Gurugram,2021,E-Commerce & Marketplace
Yellow Class,edtech,unknown,6000000.0,Gurugram,2021,Technology
Yojak,b2b marketplace,unknown,3800000.0,Gurugram,2021,E-Commerce & Marketplace
CreatorStack,computer software,unknown,2000000.0,Bangalore,2021,Technology
Expertrons,edtech,unknown,2300000.0,Mumbai,2021,Technology
Rage Coffee,food & beverages,unknown,5000000.0,New Delhi,2021,Food & Agriculture
Klub,financial services,unknown,20000000.0,Bangalore,2021,Consulting & Services
Navia Life Care,healtcare,unknown,1000000.0,New Delhi,2021,Other
1K Kirana Bazaar,retail,unknown,7000000.0,Gurugram,2021,Other
Zupee,gaming,unknown,30000000.0,Gurugram,2021,Other
Locale.ai,location analytics,unknown,1000000.0,Bangalore,2021,Other
VerSe Innovation,media,unknown,450000000.0,Bangalore,2021,Other
MetroRide,transportation,unknown,111909478.7413793,Bangalore,2021,Autommotive $ Transportation
Miko,consumer electronics,unknown,28000000.0,Mumbai,2021,Other
Whiz League,edtech,unknown,300000.0,New Delhi,2021,Technology
Hash,tobacco,unknown,3500000.0,New Delhi,2021,Other
Unacademy,edtech,unknown,111909478.7413793,Bangalore,2021,Technology
Log 9 Materials,deeptech,Series A to Series H,8500000.0,Bangalore,2021,Technology
upGrad,edtech,unknown,25000000.0,Mumbai,2021,Technology
FlashPrep,edtech,Early Stage,500000.0,Bangalore,2021,Technology
Kenko Health,insuretech,Early Stage,1700000.0,Mumbai,2021,Technology
Wiz Freight,logistics & supply chain,Early Stage,3500000.0,Chennai,2021,Autommotive $ Transportation
Credgenics,financial services,Series A to Series H,25000000.0,New Delhi,2021,Consulting & Services
BlueLearn,edtech,Early Stage,400000.0,Goa,2021,Technology
NimbleBox.ai,mlops platform,Early Stage,1000000.0,Chennai,2021,Other
Pickrr,logistics & supply chain,Series A to Series H,12000000.0,Gurugram,2021,Autommotive $ Transportation
Stellaris Venture Partners,venture capital,unknown,225000000.0,Bangalore,2021,Other
Grip Invest,financial services,Series A to Series H,3000000.0,Gurugram,2021,Consulting & Services
Heads Up For Tails,pet care,Series A to Series H,37000000.0,New Delhi,2021,Other
Blue Tokai Coffee Roasters,food & beverages,Early Stage,2000000.0,New Delhi,2021,Food & Agriculture
Neeman,consumer goods,Series A to Series H,2000000.0,Hyderabad,2021,Other
BharatPe,fintech,Series A to Series H,370000000.0,New Delhi,2021,Technology
GoSats,fintech,Early Stage,700000.0,Bangalore,2021,Technology
StockGro,fintech,Early Stage,5000000.0,Bangalore,2021,Technology
Onsurity,healthcare,Series A to Series H,16000000.0,Bangalore,2021,Healthcare
Khabri,media,Early Stage,2000000.0,Gurugram,2021,Other
Celcius,logistics,unknown,500000.0,Mumbai,2021,Autommotive $ Transportation
AyuRythm,healthcare,Early Stage,111909478.7413793,Bangalore,2021,Healthcare
